d3mIndex,Company,Year,Date,Close
22736,ibm,1985,02-15,27.314
22737,ibm,1985,02-19,27.423
22738,ibm,1985,02-20,27.815
22739,ibm,1985,02-21,27.815
22740,ibm,1985,02-22,27.632
22741,ibm,1985,02-25,27.838
22742,ibm,1985,02-26,27.964
22743,ibm,1985,02-27,27.679
22744,ibm,1985,02-28,27.865
22745,ibm,1985,03-01,28.25800000000001
22746,ibm,1985,03-04,28.072
22747,ibm,1985,03-05,28.072
22748,ibm,1985,03-06,27.632
22749,ibm,1985,03-07,27.055
22750,ibm,1985,03-08,26.95300000000001
22751,ibm,1985,03-11,27.346
22752,ibm,1985,03-12,27.423
22753,ibm,1985,03-13,27.03
22754,ibm,1985,03-14,26.795
22755,ibm,1985,03-15,26.745
22756,ibm,1985,03-18,26.695
22757,ibm,1985,03-19,27.136
22758,ibm,1985,03-20,26.904
22759,ibm,1985,03-21,26.77
22760,ibm,1985,03-22,26.563
22761,ibm,1985,03-25,25.886
22762,ibm,1985,03-26,26.068
22763,ibm,1985,03-27,26.278
22764,ibm,1985,03-28,26.327
22765,ibm,1985,03-29,26.413
22766,ibm,1985,04-01,26.645
22767,ibm,1985,04-02,26.563
22768,ibm,1985,04-03,26.304
22769,ibm,1985,04-04,26.413
22770,ibm,1985,04-08,25.76
22771,ibm,1985,04-09,25.911
22772,ibm,1985,04-10,26.177
22773,ibm,1985,04-11,26.413
22774,ibm,1985,04-12,26.613000000000003
22775,ibm,1985,04-15,26.879
22776,ibm,1985,04-16,26.98
22777,ibm,1985,04-17,26.95300000000001
22778,ibm,1985,04-18,26.512
22779,ibm,1985,04-19,26.539
22780,ibm,1985,04-22,26.563
22781,ibm,1985,04-23,26.821
22782,ibm,1985,04-24,26.745
22783,ibm,1985,04-25,26.795
22784,ibm,1985,04-26,26.438
22785,ibm,1985,04-29,26.253
22786,ibm,1985,04-30,26.304
22787,ibm,1985,05-01,26.12
22788,ibm,1985,05-02,26.068
22789,ibm,1985,05-03,25.995
22790,ibm,1985,05-06,25.945
22791,ibm,1985,05-07,26.145
22792,ibm,1985,05-08,26.438
22793,ibm,1985,05-09,26.585
22794,ibm,1985,05-10,27.055
22795,ibm,1985,05-13,27.079
22796,ibm,1985,05-14,26.613000000000003
22797,ibm,1985,05-15,26.722
22798,ibm,1985,05-16,26.821
22799,ibm,1985,05-17,27.188
22800,ibm,1985,05-20,27.655
22801,ibm,1985,05-21,27.655
22802,ibm,1985,05-22,27.58
22803,ibm,1985,05-23,27.323
22804,ibm,1985,05-24,27.215
22805,ibm,1985,05-28,27.113000000000003
22806,ibm,1985,05-29,26.98
22807,ibm,1985,05-30,26.613000000000003
22808,ibm,1985,05-31,26.745
22809,ibm,1985,06-03,26.845
22810,ibm,1985,06-04,26.98
22811,ibm,1985,06-05,26.722
22812,ibm,1985,06-06,26.98
22813,ibm,1985,06-07,26.486
22814,ibm,1985,06-10,26.539
22815,ibm,1985,06-11,26.202
22816,ibm,1985,06-12,25.109
22817,ibm,1985,06-13,24.666
22818,ibm,1985,06-14,25.184
22819,ibm,1985,06-17,24.974
22820,ibm,1985,06-18,24.925
22821,ibm,1985,06-19,24.824
22822,ibm,1985,06-20,24.691
22823,ibm,1985,06-21,24.824
22824,ibm,1985,06-24,25.13300000000001
22825,ibm,1985,06-25,25.365
22826,ibm,1985,06-26,25.601
22827,ibm,1985,06-27,25.786
22828,ibm,1985,06-28,25.732
22829,ibm,1985,07-01,25.967
22830,ibm,1985,07-02,25.859
22831,ibm,1985,07-03,25.732
22832,ibm,1985,07-05,25.886
22833,ibm,1985,07-08,25.677
22834,ibm,1985,07-09,25.209
22835,ibm,1985,07-10,25.576
22836,ibm,1985,07-11,25.732
22837,ibm,1985,07-12,25.835
22838,ibm,1985,07-15,26.094
22839,ibm,1985,07-16,26.722
22840,ibm,1985,07-17,26.904
22841,ibm,1985,07-18,26.77
22842,ibm,1985,07-19,26.879
22843,ibm,1985,07-22,27.006
22844,ibm,1985,07-23,26.904
22845,ibm,1985,07-24,26.845
22846,ibm,1985,07-25,27.079
22847,ibm,1985,07-26,27.447
22848,ibm,1985,07-29,26.95300000000001
22849,ibm,1985,07-30,27.136
22850,ibm,1985,07-31,27.323
22851,ibm,1985,08-01,27.555
22852,ibm,1985,08-02,27.373
22853,ibm,1985,08-05,27.288
22854,ibm,1985,08-06,26.904
22855,ibm,1985,08-07,26.879
22856,ibm,1985,08-08,26.695
22857,ibm,1985,08-09,26.486
22858,ibm,1985,08-12,26.438
22859,ibm,1985,08-13,26.327
22860,ibm,1985,08-14,26.353
22861,ibm,1985,08-15,26.278
22862,ibm,1985,08-16,26.145
22863,ibm,1985,08-19,26.177
22864,ibm,1985,08-20,26.512
22865,ibm,1985,08-21,26.695
22866,ibm,1985,08-22,26.327
22867,ibm,1985,08-23,26.377
22868,ibm,1985,08-26,26.67
22869,ibm,1985,08-27,26.67
22870,ibm,1985,08-28,26.613000000000003
22871,ibm,1985,08-29,26.512
22872,ibm,1985,08-30,26.327
22873,ibm,1985,09-03,26.438
22874,ibm,1985,09-04,26.461
22875,ibm,1985,09-05,26.695
22876,ibm,1985,09-06,26.853
22877,ibm,1985,09-09,26.904
22878,ibm,1985,09-10,26.585
22879,ibm,1985,09-11,26.461
22880,ibm,1985,09-12,26.438
22881,ibm,1985,09-13,26.512
22882,ibm,1985,09-16,26.695
22883,ibm,1985,09-17,26.353
22884,ibm,1985,09-18,26.512
22885,ibm,1985,09-19,26.613000000000003
22886,ibm,1985,09-20,26.353
22887,ibm,1985,09-23,26.645
22888,ibm,1985,09-24,26.353
22889,ibm,1985,09-25,25.786
22890,ibm,1985,09-26,25.732
22891,ibm,1985,09-30,25.76
22892,ibm,1985,10-01,26.327
22893,ibm,1985,10-02,25.859
22894,ibm,1985,10-03,25.859
22895,ibm,1985,10-04,25.677
22896,ibm,1985,10-07,25.835
22897,ibm,1985,10-08,25.859
22898,ibm,1985,10-09,25.835
22899,ibm,1985,10-10,25.859
22900,ibm,1985,10-11,26.12
22901,ibm,1985,10-14,26.613000000000003
22902,ibm,1985,10-15,26.613000000000003
22903,ibm,1985,10-16,26.904
22904,ibm,1985,10-17,26.722
22905,ibm,1985,10-18,26.539
22906,ibm,1985,10-21,26.512
22907,ibm,1985,10-22,26.853
22908,ibm,1985,10-23,27.136
22909,ibm,1985,10-24,26.745
22910,ibm,1985,10-25,26.613000000000003
22911,ibm,1985,10-28,26.904
22912,ibm,1985,10-29,27.136
22913,ibm,1985,10-30,27.263
22914,ibm,1985,10-31,27.006
22917,ibm,1986,01-02,31.603
22918,ibm,1986,01-03,32.096
22919,ibm,1986,01-06,32.096
22920,ibm,1986,01-07,32.357
22921,ibm,1986,01-08,30.954
22922,ibm,1986,01-09,31.27
22923,ibm,1986,01-10,30.877
22924,ibm,1986,01-13,30.981
22925,ibm,1986,01-14,31.038
22926,ibm,1986,01-15,31.74
22927,ibm,1986,01-16,32.441
22928,ibm,1986,01-17,31.371
22929,ibm,1986,01-20,31.062
22930,ibm,1986,01-21,31.089
22931,ibm,1986,01-22,29.993
22932,ibm,1986,01-23,30.777
22933,ibm,1986,01-24,31.188
22934,ibm,1986,01-27,31.114
22935,ibm,1986,01-28,31.555
22936,ibm,1986,01-29,31.396
22937,ibm,1986,01-30,31.089
22938,ibm,1986,01-31,31.504
22939,ibm,1986,02-03,32.157
22940,ibm,1986,02-04,32.024
22941,ibm,1986,02-05,32.205
22942,ibm,1986,02-06,32.231
22943,ibm,1986,02-07,32.39
22944,ibm,1986,02-10,32.698
22945,ibm,1986,02-11,32.59
22946,ibm,1986,02-12,32.231
22947,ibm,1986,02-13,32.357
22948,ibm,1986,02-14,32.49
22949,ibm,1986,02-18,33.035
22950,ibm,1986,02-19,32.75
22951,ibm,1986,02-20,33.09
22952,ibm,1986,02-21,33.217
22953,ibm,1986,02-24,33.035
22954,ibm,1986,02-25,32.75
22955,ibm,1986,02-26,32.909
22956,ibm,1986,02-27,32.417
22957,ibm,1986,02-28,31.371
22958,ibm,1986,03-03,31.455
22959,ibm,1986,03-04,31.139
22960,ibm,1986,03-05,30.855
22961,ibm,1986,03-06,30.51
22962,ibm,1986,03-07,30.363000000000003
22963,ibm,1986,03-10,30.877
22964,ibm,1986,03-11,31.603
22965,ibm,1986,03-12,30.981
22966,ibm,1986,03-13,31.295
22967,ibm,1986,03-14,31.27
22968,ibm,1986,03-17,31.371
22969,ibm,1986,03-18,31.688
22970,ibm,1986,03-19,31.531
22971,ibm,1986,03-20,31.222
22972,ibm,1986,03-21,30.981
22973,ibm,1986,03-24,30.954
22974,ibm,1986,03-25,30.777
22975,ibm,1986,03-26,30.695
22976,ibm,1986,03-27,31.012
22977,ibm,1986,03-31,31.504
22978,ibm,1986,04-01,31.012
22979,ibm,1986,04-02,31.396
22980,ibm,1986,04-03,31.114
22981,ibm,1986,04-04,30.829
22982,ibm,1986,04-07,31.089
22983,ibm,1986,04-08,31.603
22984,ibm,1986,04-09,31.038
22985,ibm,1986,04-10,31.247
22986,ibm,1986,04-11,31.139
22987,ibm,1986,04-14,31.688
22988,ibm,1986,04-15,31.74
22989,ibm,1986,04-16,32.183
22990,ibm,1986,04-17,32.157
22991,ibm,1986,04-18,31.74
22992,ibm,1986,04-21,32.205
22993,ibm,1986,04-22,31.815
22994,ibm,1986,04-23,32.282
22995,ibm,1986,04-24,32.774
22996,ibm,1986,04-25,33.167
22997,ibm,1986,04-28,33.561
22998,ibm,1986,04-29,33.143
22999,ibm,1986,04-30,32.49
23000,ibm,1986,05-01,32.625
23001,ibm,1986,05-02,32.048
23002,ibm,1986,05-05,32.357
23003,ibm,1986,05-06,32.074
23004,ibm,1986,05-07,31.455
23005,ibm,1986,05-08,30.988000000000003
23006,ibm,1986,05-09,31.139
23007,ibm,1986,05-12,31.188
23008,ibm,1986,05-13,30.954
23009,ibm,1986,05-14,30.804
23010,ibm,1986,05-15,30.229
23011,ibm,1986,05-16,30.128
23012,ibm,1986,05-19,29.969
23013,ibm,1986,05-20,30.409
23014,ibm,1986,05-21,30.04300000000001
23015,ibm,1986,05-22,29.81
23016,ibm,1986,05-23,29.92
23017,ibm,1986,05-27,30.57
23018,ibm,1986,05-28,31.48
23019,ibm,1986,05-29,31.788
23020,ibm,1986,05-30,31.688
23021,ibm,1986,06-02,31.655
23022,ibm,1986,06-03,31.764
23023,ibm,1986,06-04,31.188
23024,ibm,1986,06-05,31.347
23025,ibm,1986,06-06,31.16
23026,ibm,1986,06-09,30.51
23027,ibm,1986,06-10,30.855
23028,ibm,1986,06-11,31.012
23029,ibm,1986,06-12,30.777
23030,ibm,1986,06-13,31.114
23031,ibm,1986,06-16,30.877
23032,ibm,1986,06-17,30.542
23033,ibm,1986,06-18,30.435
23034,ibm,1986,06-19,30.152
23035,ibm,1986,06-20,30.67
23036,ibm,1986,06-23,30.177
23037,ibm,1986,06-24,30.462
23038,ibm,1986,06-25,30.67
23039,ibm,1986,06-26,30.51
23040,ibm,1986,06-27,30.57
23041,ibm,1986,06-30,30.462
23042,ibm,1986,07-01,30.902
23043,ibm,1986,07-02,31.089
23044,ibm,1986,07-03,30.988000000000003
23045,ibm,1986,07-07,30.204
23046,ibm,1986,07-08,30.07800000000001
23047,ibm,1986,07-09,29.993
23048,ibm,1986,07-10,30.312
23049,ibm,1986,07-11,29.761
23050,ibm,1986,07-14,28.957
23051,ibm,1986,07-15,28.233
23052,ibm,1986,07-16,27.679
23053,ibm,1986,07-17,27.447
23054,ibm,1986,07-18,27.395
23055,ibm,1986,07-21,27.423
23056,ibm,1986,07-22,27.788
23057,ibm,1986,07-23,27.679
23058,ibm,1986,07-24,27.679
23059,ibm,1986,07-25,27.889
23060,ibm,1986,07-28,27.531
23061,ibm,1986,07-29,27.288
23062,ibm,1986,07-30,27.498
23063,ibm,1986,07-31,27.555
23064,ibm,1986,08-01,27.323
23065,ibm,1986,08-04,27.373
23066,ibm,1986,08-05,27.215
23067,ibm,1986,08-06,27.263
23068,ibm,1986,08-07,27.236
23069,ibm,1986,08-08,27.03
23070,ibm,1986,08-11,27.236
23071,ibm,1986,08-12,27.555
23072,ibm,1986,08-13,27.865
23073,ibm,1986,08-14,27.915
23074,ibm,1986,08-15,27.679
23075,ibm,1986,08-18,28.148000000000003
23076,ibm,1986,08-19,28.432
23077,ibm,1986,08-20,28.957
23078,ibm,1986,08-21,28.701
23079,ibm,1986,08-22,28.701
23080,ibm,1986,08-25,28.909
23081,ibm,1986,08-26,29.34
23082,ibm,1986,08-27,29.34
23083,ibm,1986,08-28,29.109
23084,ibm,1986,08-29,28.849
23085,ibm,1986,09-02,28.28
23086,ibm,1986,09-03,28.306
23087,ibm,1986,09-04,28.984
23088,ibm,1986,09-05,29.193
23089,ibm,1986,09-08,29.893
23090,ibm,1986,09-09,29.92
23091,ibm,1986,09-10,29.969
23092,ibm,1986,09-11,28.957
23093,ibm,1986,09-12,28.565
23094,ibm,1986,09-15,28.491
23095,ibm,1986,09-16,28.75
23096,ibm,1986,09-17,28.616
23097,ibm,1986,09-18,28.775
23098,ibm,1986,09-19,28.465
23099,ibm,1986,09-22,28.825
23100,ibm,1986,09-23,28.957
23101,ibm,1986,09-24,28.591
23102,ibm,1986,09-25,28.233
23103,ibm,1986,09-26,28.172
23104,ibm,1986,09-29,27.915
23105,ibm,1986,09-30,27.964
23106,ibm,1986,10-01,27.655
23107,ibm,1986,10-02,27.655
23108,ibm,1986,10-03,27.215
23109,ibm,1986,10-06,27.764
23110,ibm,1986,10-07,26.645
23111,ibm,1986,10-08,26.512
23112,ibm,1986,10-09,25.365
23113,ibm,1986,10-10,25.712
23114,ibm,1986,10-13,25.365
23115,ibm,1986,10-14,25.13300000000001
23116,ibm,1986,10-15,25.576
23117,ibm,1986,10-16,25.184
23118,ibm,1986,10-17,25.344
23119,ibm,1986,10-20,25.00800000000001
23120,ibm,1986,10-21,25.242
23121,ibm,1986,10-22,25.034
23122,ibm,1986,10-23,25.265
23123,ibm,1986,10-24,25.242
23124,ibm,1986,10-27,25.392
23125,ibm,1986,10-28,25.109
23126,ibm,1986,10-29,25.13300000000001
23127,ibm,1986,10-30,25.365
23128,ibm,1986,10-31,25.712
23131,ibm,1987,01-02,25.365
23132,ibm,1987,01-05,25.712
23133,ibm,1987,01-06,25.576
23134,ibm,1987,01-07,25.685
23135,ibm,1987,01-08,25.552
23136,ibm,1987,01-09,25.41800000000001
23137,ibm,1987,01-12,25.034
23138,ibm,1987,01-13,24.224
23139,ibm,1987,01-14,24.666
23140,ibm,1987,01-15,24.952
23141,ibm,1987,01-16,24.952
23142,ibm,1987,01-19,26.046
23143,ibm,1987,01-20,25.526
23144,ibm,1987,01-21,25.526
23145,ibm,1987,01-22,26.486
23146,ibm,1987,01-23,26.253
23147,ibm,1987,01-26,26.461
23148,ibm,1987,01-27,26.904
23149,ibm,1987,01-28,27.03
23150,ibm,1987,01-29,26.745
23151,ibm,1987,01-30,26.77
23152,ibm,1987,02-02,27.498
23153,ibm,1987,02-03,27.655
23154,ibm,1987,02-04,28.099
23155,ibm,1987,02-05,28.465
23156,ibm,1987,02-06,28.233
23157,ibm,1987,02-09,27.815
23158,ibm,1987,02-10,27.74
23159,ibm,1987,02-11,27.865
23160,ibm,1987,02-12,27.58
23161,ibm,1987,02-13,27.97300000000001
23162,ibm,1987,02-17,28.775
23163,ibm,1987,02-18,28.701
23164,ibm,1987,02-19,28.934
23165,ibm,1987,02-20,29.033
23166,ibm,1987,02-23,29.81900000000001
23167,ibm,1987,02-24,29.736
23168,ibm,1987,02-25,29.475
23169,ibm,1987,02-26,28.984
23170,ibm,1987,02-27,29.01
23171,ibm,1987,03-02,28.801
23172,ibm,1987,03-03,28.72300000000001
23173,ibm,1987,03-04,29.083
23174,ibm,1987,03-05,29.193
23175,ibm,1987,03-06,28.984
23176,ibm,1987,03-09,28.875
23177,ibm,1987,03-10,29.711
23178,ibm,1987,03-11,29.475
23179,ibm,1987,03-12,29.993
23180,ibm,1987,03-13,30.128
23181,ibm,1987,03-16,30.07800000000001
23182,ibm,1987,03-17,30.596
23183,ibm,1987,03-18,30.409
23184,ibm,1987,03-19,30.57
23185,ibm,1987,03-20,30.902
23186,ibm,1987,03-23,31.139
23187,ibm,1987,03-24,31.788
23188,ibm,1987,03-25,32.365
23189,ibm,1987,03-26,32.024
23190,ibm,1987,03-27,31.347
23191,ibm,1987,03-30,31.688
23192,ibm,1987,03-31,31.222
23193,ibm,1987,04-01,31.43
23194,ibm,1987,04-02,30.777
23195,ibm,1987,04-03,31.089
23196,ibm,1987,04-06,31.062
23197,ibm,1987,04-07,30.462
23198,ibm,1987,04-08,30.619
23199,ibm,1987,04-09,29.942
23200,ibm,1987,04-10,30.152
23201,ibm,1987,04-13,30.695
23202,ibm,1987,04-14,30.804
23203,ibm,1987,04-15,31.371
23204,ibm,1987,04-16,31.196
23205,ibm,1987,04-20,31.196
23206,ibm,1987,04-21,32.65
23207,ibm,1987,04-22,32.074
23208,ibm,1987,04-23,32.074
23209,ibm,1987,04-24,31.555
23210,ibm,1987,04-27,32.074
23211,ibm,1987,04-28,32.282
23212,ibm,1987,04-29,32.98
23213,ibm,1987,04-30,33.3
23214,ibm,1987,05-01,33.402
23215,ibm,1987,05-04,33.892
23216,ibm,1987,05-05,34.704
23217,ibm,1987,05-06,34.677
23218,ibm,1987,05-07,34.286
23219,ibm,1987,05-08,34.053000000000004
23220,ibm,1987,05-11,33.892
23221,ibm,1987,05-12,34.385
23222,ibm,1987,05-13,34.569
23223,ibm,1987,05-14,34.338
23224,ibm,1987,05-15,33.402
23225,ibm,1987,05-18,33.475
23226,ibm,1987,05-19,32.598
23227,ibm,1987,05-20,32.574
23228,ibm,1987,05-21,32.698
23229,ibm,1987,05-22,32.574
23230,ibm,1987,05-26,33.402
23231,ibm,1987,05-27,33.475
23232,ibm,1987,05-28,33.817
23233,ibm,1987,05-29,33.273
23234,ibm,1987,06-01,33.192
23235,ibm,1987,06-02,32.698
23236,ibm,1987,06-03,33.324
23237,ibm,1987,06-04,33.561
23238,ibm,1987,06-05,33.273
23239,ibm,1987,06-08,33.534
23240,ibm,1987,06-09,33.245
23241,ibm,1987,06-10,32.809
23242,ibm,1987,06-11,32.774
23243,ibm,1987,06-12,32.574
23244,ibm,1987,06-15,33.192
23245,ibm,1987,06-16,33.685
23246,ibm,1987,06-17,33.561
23247,ibm,1987,06-18,33.451
23248,ibm,1987,06-19,33.561
23249,ibm,1987,06-22,33.953
23250,ibm,1987,06-23,34.286
23251,ibm,1987,06-24,34.544000000000004
23252,ibm,1987,06-25,34.912
23253,ibm,1987,06-26,34.621
23254,ibm,1987,06-29,34.385
23255,ibm,1987,06-30,33.793
23256,ibm,1987,07-01,34.101
23257,ibm,1987,07-02,34.154
23258,ibm,1987,07-06,34.338
23259,ibm,1987,07-07,34.075
23260,ibm,1987,07-08,34.677
23261,ibm,1987,07-09,34.569
23262,ibm,1987,07-10,34.73
23263,ibm,1987,07-13,35.323
23264,ibm,1987,07-14,34.83
23265,ibm,1987,07-15,34.939
23266,ibm,1987,07-16,34.962
23267,ibm,1987,07-17,34.73
23268,ibm,1987,07-20,34.236999999999995
23269,ibm,1987,07-21,33.845
23270,ibm,1987,07-22,33.561
23271,ibm,1987,07-23,33.3
23272,ibm,1987,07-24,33.534
23273,ibm,1987,07-27,33.717
23274,ibm,1987,07-28,33.534
23275,ibm,1987,07-29,33.583
23276,ibm,1987,07-30,33.767
23277,ibm,1987,07-31,33.475
23278,ibm,1987,08-03,33.118
23279,ibm,1987,08-04,33.143
23280,ibm,1987,08-05,33.324
23281,ibm,1987,08-06,33.892
23282,ibm,1987,08-07,34.184
23283,ibm,1987,08-10,34.677
23284,ibm,1987,08-11,35.146
23285,ibm,1987,08-12,35.43
23286,ibm,1987,08-13,36.056
23287,ibm,1987,08-14,36.03
23288,ibm,1987,08-17,36.288
23289,ibm,1987,08-18,35.947
23290,ibm,1987,08-19,35.898
23291,ibm,1987,08-20,36.34
23292,ibm,1987,08-21,36.34
23293,ibm,1987,08-24,36.314
23294,ibm,1987,08-25,35.76300000000001
23295,ibm,1987,08-26,34.912
23296,ibm,1987,08-27,34.569
23297,ibm,1987,08-28,34.621
23298,ibm,1987,08-31,35.012
23299,ibm,1987,09-01,33.867
23300,ibm,1987,09-02,33.793
23301,ibm,1987,09-03,33.609
23302,ibm,1987,09-04,33.426
23303,ibm,1987,09-08,32.809
23304,ibm,1987,09-09,32.698
23305,ibm,1987,09-10,32.809
23306,ibm,1987,09-11,33.51
23307,ibm,1987,09-14,33.685
23308,ibm,1987,09-15,32.75
23309,ibm,1987,09-16,32.574
23310,ibm,1987,09-17,32.832
23311,ibm,1987,09-18,32.308
23312,ibm,1987,09-21,31.295
23313,ibm,1987,09-22,32.39
23314,ibm,1987,09-23,32.074
23315,ibm,1987,09-24,32.417
23316,ibm,1987,09-25,32.441
23317,ibm,1987,09-28,31.764
23318,ibm,1987,09-29,31.295
23319,ibm,1987,09-30,31.347
23320,ibm,1987,10-01,32.157
23321,ibm,1987,10-02,32.282
23322,ibm,1987,10-05,32.541
23323,ibm,1987,10-06,31.396
23324,ibm,1987,10-07,31.764
23325,ibm,1987,10-08,31.504
23326,ibm,1987,10-09,30.644
23327,ibm,1987,10-12,31.089
23328,ibm,1987,10-13,30.93
23329,ibm,1987,10-14,30.204
23330,ibm,1987,10-15,29.143
23331,ibm,1987,10-16,28.072
23332,ibm,1987,10-19,21.469
23333,ibm,1987,10-20,23.915
23334,ibm,1987,10-21,25.526
23335,ibm,1987,10-22,24.952
23336,ibm,1987,10-23,25.109
23337,ibm,1987,10-26,23.288
23338,ibm,1987,10-27,24.541
23339,ibm,1987,10-28,24.541
23340,ibm,1987,10-29,25.00800000000001
23341,ibm,1987,10-30,25.474
23344,ibm,1988,01-04,25.109
23345,ibm,1988,01-05,25.344
23346,ibm,1988,01-06,25.552
23347,ibm,1988,01-07,25.66
23348,ibm,1988,01-08,23.891
23349,ibm,1988,01-11,24.481
23350,ibm,1988,01-12,23.964
23351,ibm,1988,01-13,24.148000000000003
23352,ibm,1988,01-14,24.09800000000001
23353,ibm,1988,01-15,24.748
23354,ibm,1988,01-18,24.481
23355,ibm,1988,01-19,23.24
23356,ibm,1988,01-20,22.956
23357,ibm,1988,01-21,23.08
23358,ibm,1988,01-22,22.98
23359,ibm,1988,01-25,23.547
23360,ibm,1988,01-26,23.264
23361,ibm,1988,01-27,23.448
23362,ibm,1988,01-28,23.657
23363,ibm,1988,01-29,23.374
23364,ibm,1988,02-01,22.872
23365,ibm,1988,02-02,22.84800000000001
23366,ibm,1988,02-03,22.67
23367,ibm,1988,02-04,22.589
23368,ibm,1988,02-05,22.462
23369,ibm,1988,02-08,22.403
23370,ibm,1988,02-09,22.696
23371,ibm,1988,02-10,23.213
23372,ibm,1988,02-11,23.14
23373,ibm,1988,02-12,23.288
23374,ibm,1988,02-16,23.657
23375,ibm,1988,02-17,23.448
23376,ibm,1988,02-18,23.397
23377,ibm,1988,02-19,23.58
23378,ibm,1988,02-22,23.964
23379,ibm,1988,02-23,23.989
23380,ibm,1988,02-24,24.148000000000003
23381,ibm,1988,02-25,23.814
23382,ibm,1988,02-26,24.072
23383,ibm,1988,02-29,24.433000000000003
23384,ibm,1988,03-01,24.334
23385,ibm,1988,03-02,24.381
23386,ibm,1988,03-03,24.224
23387,ibm,1988,03-04,24.307
23388,ibm,1988,03-07,24.381
23389,ibm,1988,03-08,24.459
23390,ibm,1988,03-09,24.249
23391,ibm,1988,03-10,23.657
23392,ibm,1988,03-11,24.017
23393,ibm,1988,03-14,24.017
23394,ibm,1988,03-15,23.706
23395,ibm,1988,03-16,23.964
23396,ibm,1988,03-17,23.891
23397,ibm,1988,03-18,23.756
23398,ibm,1988,03-21,23.657
23399,ibm,1988,03-22,23.523000000000003
23400,ibm,1988,03-23,23.213
23401,ibm,1988,03-24,22.872
23402,ibm,1988,03-25,22.253
23403,ibm,1988,03-28,22.488000000000003
23404,ibm,1988,03-29,22.018
23405,ibm,1988,03-30,21.86
23406,ibm,1988,03-31,22.378
23407,ibm,1988,04-04,22.354
23408,ibm,1988,04-05,22.354
23409,ibm,1988,04-06,22.795
23410,ibm,1988,04-07,22.721
23411,ibm,1988,04-08,23.213
23412,ibm,1988,04-11,23.58
23413,ibm,1988,04-12,23.63
23414,ibm,1988,04-13,24.148000000000003
23415,ibm,1988,04-14,23.163
23416,ibm,1988,04-15,23.732
23417,ibm,1988,04-18,23.706
23418,ibm,1988,04-19,23.523000000000003
23419,ibm,1988,04-20,23.47300000000001
23420,ibm,1988,04-21,23.374
23421,ibm,1988,04-22,23.657
23422,ibm,1988,04-25,23.68
23423,ibm,1988,04-26,23.756
23424,ibm,1988,04-27,23.706
23425,ibm,1988,04-28,23.523000000000003
23426,ibm,1988,04-29,23.58
23427,ibm,1988,05-02,23.732
23428,ibm,1988,05-03,23.84
23429,ibm,1988,05-04,23.547
23430,ibm,1988,05-05,23.14
23431,ibm,1988,05-06,22.98
23432,ibm,1988,05-09,22.98
23433,ibm,1988,05-10,23.056
23434,ibm,1988,05-11,22.613000000000003
23435,ibm,1988,05-12,22.613000000000003
23436,ibm,1988,05-13,22.956
23437,ibm,1988,05-16,23.213
23438,ibm,1988,05-17,22.904
23439,ibm,1988,05-18,22.636
23440,ibm,1988,05-19,22.98
23441,ibm,1988,05-20,22.769
23442,ibm,1988,05-23,22.613000000000003
23443,ibm,1988,05-24,22.721
23444,ibm,1988,05-25,22.561
23445,ibm,1988,05-26,22.513
23446,ibm,1988,05-27,22.462
23447,ibm,1988,05-31,23.397
23448,ibm,1988,06-01,23.523000000000003
23449,ibm,1988,06-02,23.42
23450,ibm,1988,06-03,23.547
23451,ibm,1988,06-06,23.781
23452,ibm,1988,06-07,23.657
23453,ibm,1988,06-08,24.249
23454,ibm,1988,06-09,23.989
23455,ibm,1988,06-10,24.125
23456,ibm,1988,06-13,24.334
23457,ibm,1988,06-14,24.691
23458,ibm,1988,06-15,24.726
23459,ibm,1988,06-16,24.357
23460,ibm,1988,06-17,24.433000000000003
23461,ibm,1988,06-20,24.357
23462,ibm,1988,06-21,25.00800000000001
23463,ibm,1988,06-22,25.576
23464,ibm,1988,06-23,26.154
23465,ibm,1988,06-24,26.019
23466,ibm,1988,06-27,25.995
23467,ibm,1988,06-28,26.413
23468,ibm,1988,06-29,26.413
23469,ibm,1988,06-30,26.486
23470,ibm,1988,07-01,26.336
23471,ibm,1988,07-05,26.879
23472,ibm,1988,07-06,26.386
23473,ibm,1988,07-07,26.539
23474,ibm,1988,07-08,26.278
23475,ibm,1988,07-11,26.362
23476,ibm,1988,07-12,26.046
23477,ibm,1988,07-13,26.046
23478,ibm,1988,07-14,25.945
23479,ibm,1988,07-15,26.304
23480,ibm,1988,07-18,26.019
23481,ibm,1988,07-19,25.786
23482,ibm,1988,07-20,25.786
23483,ibm,1988,07-21,25.31900000000001
23484,ibm,1988,07-22,24.982
23485,ibm,1988,07-25,25.452
23486,ibm,1988,07-26,25.503
23487,ibm,1988,07-27,25.193
23488,ibm,1988,07-28,25.732
23489,ibm,1988,07-29,26.154
23490,ibm,1988,08-01,26.253
23491,ibm,1988,08-02,26.154
23492,ibm,1988,08-03,26.154
23493,ibm,1988,08-04,25.835
23494,ibm,1988,08-05,25.76
23495,ibm,1988,08-08,25.601
23496,ibm,1988,08-09,25.292
23497,ibm,1988,08-10,24.726
23498,ibm,1988,08-11,24.748
23499,ibm,1988,08-12,24.541
23500,ibm,1988,08-15,23.94
23501,ibm,1988,08-16,24.072
23502,ibm,1988,08-17,23.84
23503,ibm,1988,08-18,23.84
23504,ibm,1988,08-19,23.448
23505,ibm,1988,08-22,23.029
23506,ibm,1988,08-23,23.056
